14-12	Mr. J. O'DWYER  : 	I think nobody in this Dáil has the slightest reason to fear publicity. There is this to be feared, that we here with this enormous responsibility cast upon us may be slightly over-awed in the first place by the presence of people who have not got the responsibility that we have. Number two, I feel that we are all young men and young women in this very important departure in our national affairs, and it is quite possible that with the best intentions in the world that we will say things which will bear a construction that we do not intend. For that reason more than for any other reason, not because I personally fear publicity, but to secure in the first place a full and free discussion and in the second place to secure that afterwards we will not be misunderstood, I support very strongly Dr. White's motion.	0.133	0.057	0.9082
14-12	MR. R. J. MULCAHY  : 	I propose as an amendment that whatever explanations may be required as to the genesis of the present document, and the present situation, be conducted in private session but that the motion for the ratification of the Treaty be brought forward and discussed, and all matters in connection with it dealt with at the public session.	0.021	0	0.0387
14-12	PRESIDENT DE VALERA: 	I second that. It is obviously the reasonable way of dealing with it. This question of finding out how differences of opinion arose is the only question that cannot be probed except in private, whereas the big question is a matter for the whole nation obviously and it should be held in public. The reason for introducing the explanation at the start on my part is that I want to try to get rid of any misunderstanding that might be caused by a division of the Cabinet. There are rumours of various sorts going about and statements being made, such as, for instance, the statement made by one of the members of the delegation just now, which are not really a fact. That can be decided only in a private session satisfactorily. I am very glad to support the motion of the Member for Clontarf.	0.077	0.019	0.7548
14-12	MR. SEAN MCENTEE  : 	I am sorry that I find I have to differ from the President in this matter. It is quite obvious one of the factors which must determine the position of the Dáil is whether the Dáil is in honour or otherwise bound to ratify the treaty proposed to them. You cannot, no matter how you try to do it, disassociate the question from the question of whether plenipotentiaries have exceeded the powers or instructions given to them. There are some of us to-day who may be called upon later to justify the positions they are taking before the country. Every factor that determines the position ought to be made plain to the public and we ought to be able to say to ourselves, and to say it without fear of contradiction—and there are the public facts to prove it—that we were not bound to ratify the treaty which the delegates proposed to us. For that reason there ought to be no private session of the Dáil except upon one subject—that which relates to our military, financial or other resources. Remember the Treaty is not yet ratified. Anything like that which would give information to the enemy or would be helpful to them in the subversion of Irish liberties should be private; but all other matters—any matter in which every person in this island is fully interested—ought to be decided openly and in public.	0.068	0.019	0.761
14-12	MR. SEAN MCGARRY  : 	I agree with Mr. McEntee. There are one or two little points that ought to be decided in private session. I wish this session of the Dáil could be held on the Curragh, so that every man, woman and child in Ireland could hear us. We are entitled to tell the public what the difference is, and what difference has been. We have a responsibility to the public that elected us without question.	0.098	0	0.743
14-12	MR. J. J. WALSH  : 	I must say I am in entire agreement with Mr. McEntee. There is nothing which I am entitled to hear at this meeting which every member of the Irish nation has not an equal right to hear.	0.086	0.049	0.3369
14-12	MR. SEAN ETCHINGHAM  : 	I agree with the Member for Monaghan. There are matters that should be dealt with in private, but apart from these, I am anxious that these proceedings should be conducted before the representatives of the world's Press in the manner in which the Irish Parliament should be conducted. The country has been kept in the dark and the people are saying so. The liberty and interests of Ireland are the concern of every man and woman and boy and girl, and they should be as conversant with it as any of us. Let us have all the public discussion we can. The Member for Dublin says he would like to have this meeting at the Curragh, but we could not be heard down there  . It would be just like the remark of the Minister for Foreign Affairs, which we would not hear down here. Let us have a public session ; let us thresh this thing out. We have nothing to fear, any of us. I believe we are all here in the interests of Ireland.	0.122	0.013	0.9599
14-12	MR. MICHAEL COLLINS  : 	I am not in favour of a private session in so far as anything that the Dáil has a right to know, and in so far as anything that the Irish people, who are our masters, have a right to know. There may be differences of opinion between some of us—differences as to past and future action—that members of the Dáil would be ultimately concerned in before they would make up their minds whether or not there would be a private session or whether or not the terms should be ratified. I must again protest against what I call an unfair action, and I do not call it unfair except from this point of view. If one document had to be read the original document, which was a prior document, should have been read first. I must ask the liberty of reading the original document which was served on each member of the delegation of plenipotentiaries.	0.061	0.067	-0.2514
14-12	PRESIDENT DE VALERA: 	Is that the one with the original credentials?	0.247	0	0.3182
14-12	MR. MICHAEL COLLINS  : 	Yes.	1	0	0.4019
14-12	PRESIDENT DE VALERA: 	Was that ever presented? It was given in order to get the British Government to recognise the Irish Republic. Was that document giving the credentials of the accredited representatives from the Irish Government to the British Government presented to, or accepted by, the British delegates? Was that taken by the British delegates or accepted by them?	0.119	0	0.7303
14-12	MR. A. GRIFFITH  : 	We had no instructions to present it.	0	0.268	-0.296
14-12	PRESIDENT DE VALERA: 	I am asking a question.	0	0	0
14-12	MR. MICHAEL COLLINS  : 	May I ask that I be allowed to speak without interruption?	0.209	0	0.2755
14-12	PRESIDENT DE VALERA: 	I must protest.	0	0.667	-0.25
14-12	MR. P. O'KEEFFE  : 	The House has a right to decide the motion that is before it. The Irish people are our masters and we are the masters of our Cabinet.	0	0	0
14-12	THE SPEAKER: 	Order; we must have order.	0	0	0
14-12	MR. MICHAEL COLLINS  : 	I only ask that I be allowed to speak without interruption. I am not going to interrupt any speaker and that is a small right to ask. The original credentials were presented and they read: In virtue of the authority vested in me by Dáil Eireann, I hereby appoint Arthur Griffith, T.D., Minister for Foreign Affairs, Chairman; Michael Collins, T.D., Minister for Finance; Robert C. Barton, T.D., Minister for Economic Affairs; Edmund J. Duggan, T.D.; and George Gavan Duffy, T.D. as envoys plenipotentiaries from the elected Government of the Republic of Ireland to negotiate and conclude on behalf of Ireland, with the representatives of his Britannic Majesty George V. a treaty or treaties of settlement, association and accommodation between Ireland and the community of nations, known as the British Commonwealth. In witness hereof I hereunder subscribe my name as President.Signed	0.087	0	0.846
14-12	EAMON DE VALERA	and that was sealed with the official seal of Dáil Eireann and dated the 7th day of October, 1921. Then there were five identical credentials. Now I do not object to the second document being read, but the prior document should have been read first and we have agreed, those of us who differ—those of us who take one stand—to make no statement which would in any way prejudge the issue until this meeting of Dáil Eireann. Publicly and privately we did not prejudge the issue; we even refrained from speaking to members of the Dáil. I have not said a hard word about anybody. I know I have been called a traitor. 	0.037	0.025	0.0757
14-12	PRESIDENT DE VALERA: 	By whom?	0	0	0
14-12	MR. MICHAEL COLLINS  : 	If I am a traitor, let the Irish people decide it or not, and if there are men who act towards me as a traitor I am prepared to meet them anywhere, any time, now as in the past. For that reason I do not want the issue prejudged. I am in favour of a public session here now. I understand that members of the Dáil may differ as to the advantage to be gained on one side or the other by a private session. If there is anything, any matter of detail, if, for instance, the differences between plenipotentiaries, and the differences as they arose from time to time, should be discussed first in private, I am of opinion that having discussed it in private, I think we ought then to be able to make it public. I am willing to go so far as that; that is only detail. But on the essentials I am for publicity now and all along. May I just put one point right? It is important that it should be stated because it rather puts us at a disadvantage. I agree with what the President said that the honour of Ireland was not involved in accepting this document. Ireland is fully free to accept or reject. Many a parliament of a country has refused to accept decisions of plenipotentiaries even if these decisions might be considered legally and morally more binding than the present decisions. I can only make plain again that the document is agreed to by the signatories and recommended to the Dáil for acceptance. If the Dáil do not accept it, I as one of the signatories will be relieved of all responsibility for myself, but I am bound to recommend it over my signature and of course we are bound to take action—whatever action was implied by our signing the document. The Dáil is perfectly free to accept or reject, we are only bound to recommend it to the Dáil for acceptance. The Articles of Agreement are put forward on our recommendation. That ought to be quite clear here, and ought to be equally clear to the public of this country, and the other country, the representatives of which have their signatures on the document also.	0.165	0.029	0.9938
14-12	PRESIDENT DE VALERA: 	The main point is settled. By the admission of the delegates themselves, and it is the only thing we are concerned with here, we did not send them, and it would be ridiculous to think that we could send five men to complete a treaty without the right of ratification by this assembly. That is the only thing that matters. Therefore it is agreed that this Treaty is simply an agreement and that it is not binding until the Dáil ratifies it. That is what we are concerned with. Now as to the differences that have arisen. I did not read out that first document because I was informed that it had not been accepted, in other words it had not been presented. It was given to safeguard the plenipotentiaries going over in case they should be asked by one Government from another:‘Where is your authority to negotiate a Treaty with us?’ I am very glad to know that the Prime Minister has accepted that document from the Irish Republic. Now we all can go back to meetings of the Dáil. At these meetings I made our position perfectly clear, that the plenipotentiaries were to have the fullest freedom possible. It would be ridiculous to send them over if we were all the time to interfere with them from Dublin. There was an understanding that certain things would be done so that we in Dublin would be in a position to help in so far as we could help to come to an agreement or explain disagreements. The most important paragraph in these instructions, and its importance will at once appeal to every reasonable person, was paragraph 3, which laid down that a complete draft of the Treaty should be submitted to Dublin and a reply awaited. That is a document every line of which was going to govern the relations of two countries for perhaps centuries, and it was important that that document should not be hurriedly signed and that there should be a certain delay. In fact one of the reasons I did not want to be a member of the delegation was that the delegation should be provided against hasty action. I do not mean to say that if we had signed finally the document it would have mattered. There would have probably been a division. I would not have referred to it at all but all sorts of misunderstandings have been created in the minds of the people about it. I want to get rid of that as a disturbing factor in your minds when making out the merits, or not, of the agreement; we hold one view, the delegates another.	0.09	0.039	0.9589
14-12	MR. M. HAYES  : 	There is a motion before the House, and the motion distinctly provides that the ratification should be moved in public, and therefore it seems to me that members who desire to speak will get ample opportunities for stating their views in public. I think that every member of this House should state his or her views for or against the ratification of this treaty in the most public manner possible. The motion before the House provides for that—that a public session shall be held on the motion for ratification. In regard to other matters—our resources, military, financial or otherwise—questions relating to matters of this kind should surely be dealt with in private. I think, therefore, you should begin with a private session, on the understanding as clearly defined by the motion, that when the question of ratification comes up it should be discussed in public.	0.103	0	0.9246
14-12	THE SPEAKER: 	I suggest that Dr. White's motion and the motion of the Member for Clontarf Division might be reconciled in this form—that the Dáil go temporarily into private session.	0	0	0
14-12	DR. WHITE  : 	I am quite agreeable to that suggestion.	0.382	0	0.4754
14-12	MR. CATHAL BRUGHA  : 	Táim-se na choinnibh sin. Do reir a bhfuil ráite ag sna daoine atá i bhfabhar an tsocruithe níl einní acu le ceilt. I object to a private session.	0	0.135	-0.5574
14-12	MR. J. J. O'KELLY  : 	On a point of order there is one important matter I would like to clear up. The President has stated on the authority of the Minister for Finance that the original document read by the Minister for Finance was presented to and accepted by the British Premier. Now I would like anyone here to have impressed on him the importance of that statement and of that position. I would like to put that question for a final and authoritative answer as to the document referred to having been presented to the Prime Minister and accepted by the Prime Minister as the original credentials of our delegation.	0.246	0	0.9709
14-12	MR. MICHAEL COLLINS  : 	I do not wish to create a wrong impression. I did not say accepted, I said presented.	0.101	0.476	-0.7258
14-12	PRESIDENT DE VALERA: 	It is very important on the question being bound. We are dealing with other people who have signed the Treaty. If these people were led to understand that the signing of that Treaty ended the matter, then we have nothing here to do. If any document was presented to them that would give them the impression, and if they accepted that document and wished to interpret into the word conclude that ratification was not necessary, that would be in despite of the fact that we here in appointing plenipotentiaries in two sessions made it clear ratification was necessary.	0.095	0	0.7778
14-12	THE SPEAKER: 	We must dispose of the motion.	0	0	0
14-12	MR. A. STACK  : 	Clear up the point.	0.464	0	0.3818
14-12	PRESIDENT DE VALERA: 	This is a most important matter. In the original credentials, in order to give them the fullest powers, they were empowered—using the technical term—to negotiate and conclude a Treaty. Evidently the Minister for Finance wishes to lay stress on the word conclude.	0.163	0.062	0.376
14-12	MR. MICHAEL COLLINS  : 	No, sir.	0	0.688	-0.296
14-12	PRESIDENT DE VALERA: 	What is the point then of raising the original credentials, if the word conclude did not mean that when you had signed it was ended. I want to know whether the delegation of the British Government accepted these credentials as the basis.	0.13	0	0.5719
14-12	MR. M. P. COLIVET  : 	There is a motion before the House that we go into private session.	0	0	0
14-12	PRESIDENT DE VALERA: 	It is most important that we should know where we are in this matter. The honour of this nation, which is dear to us, is at stake; I say it was never intended that the plenipotentiaries—that the five people sent from this nation—should have power to bind this nation by their signatures irrevocably. There is no sense making a point of my original credentials unless it means conclude. The whole bearing of that would have to be considered from a very technical point of view. It is a technical term. Lest there should be any misunderstanding about it I want to know whether the British Government accepted the credentials as the basis on which they accepted you as plenipotentiaries to negotiate a treaty or not.	0.132	0.038	0.8526
14-12	Dr. MCCARTAN  : 	I do not think the question arises. The delegates had full powers to conclude a Treaty, and that treaty has to be submitted to the Dáil as it has to be submitted to the British Legislature. The Delegates had power to conclude a Treaty. They had plenary powers and it is for us now to accept or reject what they have agreed to. The argument about the word conclude does not arise.	0.063	0.069	-0.128
14-12	MR. SEAN MCGARRY  : 	I think that the question of the right of the Dáil to ratify or reject the agreement has never been questioned.	0.186	0.112	0.2013
14-12	PRESIDENT DE VALERA: 	It was suggested that I was hiding something from the House.	0	0.196	-0.296
14-12	THE SPEAKER: 	The House is really discussing Motion No. 2.	0	0.26	-0.3535
14-12	MR. A. GRIFFITH  : 	There will be no wrong impression at all events in the minds of members who have to vote. these credentials were carried from President de Valera. We were instructed if the British Delegates asked for credentials to present them.	0.044	0.123	-0.5267
14-12	MR. A. STACK  : 	They were not presented.	0	0	0
14-12	MR. A. GRIFFITH  : 	I believe Mr. Lloyd George saw the document. They were not presented or accepted. The point President de VALERA wants to know about is as to whether we considered that we had full power to make a treaty to bind the nation without the Dáil being consulted. Now the British Ministers did not sign the Treaty to bind their nation. They had to go to their Parliament and we to ours for ratification.	0	0.025	-0.2057
14-12	MR. LIAM DE ROISTE  : 	As one who in previous sessions stood up for the rights of the private members, I think that the motion should be put. I think the members of the Dáil here are masters of the Cabinet as the Irish people are ours. I must ask you as Chairman of this assembly to put the motion.	0	0	0
14-12	THE SPEAKER: 	I made a suggestion to get the motion into satisfactory form. The motion in Dr. White's name is that the session be held in private. That would mean the whole session. The amendment by the Member for Clontarf Division is unnecessarily long, I think. To my mind it would be sufficient if it said that the Dáil was to go temporarily into private session, because when it does go into private session you cannot limit the points the Dáil may discuss. Therefore I suggest that it would meet the case that the Dáil should go temporarily into private session.	0.026	0	0.3612
14-12	MR. G. GAVAN DUFFY  : 	I hope the Speaker's suggestion will not be accepted. The amendment of the Member for Clontarf restricts the public session. I have no objection to that as long as the motion for the ratification of the Treaty will be discussed in public.	0.064	0.14	-0.343
14-12	THE SPEAKER: 	I have not made any suggestion that would limit public discussion. In fact the only point in my mind is to simplify procedure.	0	0	0
14-12	MR. D. O'CALLAGHAN  : 	Upon this question of a public session may I suggest that we are all vitally concerned in the matter before us and that we will not be found lined up for or against ratification, and that our attitude will not be for the justification of one particular set of men or another, but having before us the unquestioned patriotism of every man and woman in the Dáil, that the only concern of every individual member of the Dáil or Cabinet is the best interests of the country. I think, and I am not very optimistic in that, that the result will not be a barren discussion one way or another, meaning naturally disaster to the country, but will result in a decision which will be satisfactory from the point of view of all concerned here and to the country as a whole.	0.094	0.056	0.5764
14-12	MR. SEAN ETCHINGHAM  : 	We have had the President's statement. Are we going to consider the ratification of the Treaty?	0	0	0
14-12	THE SPEAKER: 	The Member for Wexford has spoken already.	0	0	0
14-12	MR. A. STACK  : 	Would I be in order in making a further amendment?	0	0	0
14-12	THE SPEAKER: 	Not until the amendment by the Member for Clontarf is disposed of. It is: That any explanations as regards the genesis of the Proposed Treaty in the present situation be given and discussed in Private session, but that the introduction of the proposed Treaty itself and the discussion thereon take place in public session.The amendment was put and carried.	0	0	0
14-12	MR. A. STACK  : 	I move the further amendment: That the session of An Dáil be held in public until such time as a matter arises which the Dáil considers should be discussed in Private session.	0.037	0	0.0258
14-12	COUNTESS MARKIEVICZ   	Seconded.	0	0	0
14-12	MR. COSGRAVE  : 	May I respectfully draw your attention to No. 8 of the rules of debate by members, which states that the subject under discussion should be kept to, and another rule is that a member is not allowed to speak more than once.	0.064	0.053	0.128
14-12	MR.D. MCCARTHY  : 	Do you really think that in order? I do not think it is an amendment at all.	0	0	0
14-12	THE SPEAKER: 	Oh, yes, it is a valid amendment?	0.351	0	0.4019
14-12	MR. M. P. COLIVET  : 	Is not the last amendment a direct negative to the previous amendment?	0	0.27	-0.5719
14-12	PRESIDENT DE VALERA: 	I suggest that some people think if we go into private session that we might not come out in public session at all.	0	0	0
14-12	MR. M. HAYES  : 	We must go into public session on the motion for the ratification of this Treaty.	0	0	0
14-12	THE SPEAKER: 	The difficulty with regard to the amendment is that it does not regulate any time at which the private session should take place.	0	0.098	-0.34
14-12	MR. CATHAL BRUGHA  : 	Whenever anyone thinks that we should go into private session let him say so, and let him tell us the reason why we should do so.	0	0	0
14-12	MR. S. MILROY  : 	I think so far as this last amendment is concerned it resembles something like a Jack-in-the-Box as regards when we retire into private and come out into public session.	0.088	0	0.3612
14-12	THE SPEAKER: 	Certainly, it would raise a great difficulty in regard to the order of procedure.	0.344	0.127	0.6249
14-12	MR. J. MCDONAGH  : 	The only thing I think that should be definite is that the question of the ratification of the Treaty should be in public session. If it is definitely decided that the question of the ratification has to be in public session I do not think anyone objects to a private session before that—if it is absolutely understood that the ratification of the treaty should be in public.	0.072	0	0.5859
14-12	THE SPEAKER: 	I take that to be the unanimous desire of the Dáil.	0.231	0	0.4019
14-12	MR. R. MULCAHY  : 	The objection I see to the amendment is that the question of private or public session will cross the tracks of every single question requiring explanation that comes before us.	0	0	0
14-12	MR. CATHAL BRUGHA  : 	Therefore do not go into private session.	0	0	0
14-12	THE SPEAKER: 	It is the general wish that the motion for ratification should be discussed in public session. In putting the amendment I do not see how I or anyone in my place can regulate the order of procedure.	0.074	0	0.4019
14-12	MR. MICHAEL COLLINS  : 	I suggest it is only right to the Press and public that we should give definite times and state the limit of the private session so that they may be facilitated.	0.068	0	0.2732
14-12	PRESIDENT DE VALERA: 	I propose that we take the private session this afternoon and that we go into public session at 11 o'clock in the morning. This means that we continue the meeting this afternoon, and we meet tomorrow for the sole question of ratification.	0	0	0
14-12	THE SPEAKER: 	I suggest it would save trouble to retire now, if we adjourn until the afternoon session.	0.169	0.143	0.128
14-12	PRESIDENT DE VALERA: 	I suggest we keep on until 2 o'clock. We probably could dispose of the points of difference in an hour. If not we can meet again at 3.30. I propose we should meet in private session until 2 o'clock and if not finished then we shall resume at 3.30, and that when we meet to-morrow morning at 11 o'clock we shall take the motion on the question of ratification.This concluded the public sitting.	0	0	0
19-12	﻿THE SPEAKER: 	The President informs the House that the document presented to the Dáil for a certain purpose at the Private Session is now withdrawn and must be regarded as confidential until he brings his own proposal forward formally.	0.057	0	0.2732
19-12	MR. A. GRIFFITH  : 	Am I to understand, Sir, that that document we discussed at the Private Session is to be withheld from the Irish people?	0	0	0
19-12	PRESIDENT DE VALERA: 	No. But I don't want to have the debate interfered with, the direct debate on the Treaty, by a discussion on a secondary document put forward for a certain purpose in Private Session. That document will be put forward in its proper place.	0.051	0.082	-0.0829
19-12	MR. GRIFFITH  : 	I want to know is the document we discussed as an alternative to be withheld from the Irish people, or is it to be published in the Press for the people to see?	0.04	0	0.0772
19-12	PRESIDENT DE VALERA: 	I put forward the document for a distinct purpose to see whether we could get a unanimous proposition by this House. That has not been achieved. I am going to put forward the proposal myself definitely to this House as my own proposition which I stand for. That was for a different purpose.	0.055	0	0.4019
19-12	MR. SEAN MILROY  : 	Before that document can be regarded as private, I think the President will have to get the assent of this House. We weren't informed it was merely for private discussion. This is a matter that goes to the root of the whole issue before this House, and I think it a rather curious point to raise now when the Public Session has begun, that we should be informed that it is to be regarded as a confidential document. I, for my part, refuse until this House assents to that proposition.	0.039	0.025	0.0516
19-12	THE SPEAKER: 	We cannot have a discussion on this at this point. The only matter that arises is that the President's request as read out by me has been expressed to the House. We must now proceed with the orders of the day.	0.027	0	0.0258
19-12	MR. GRIFFITH  : 	A Chinn Chomhairle, I submit I am here to move this. Are my hands to be tied by this document being withheld after we were discussing it for two days?	0	0	0
19-12	MADAME MARKIEVICZ  : 	I wish to say that when the document was given to me it was distinctly stated it was confidential, and I have treated it as such.	0.105	0	0.4019
19-12	PRESIDENT DE VALERA: 	I have no objection to the document going anywhere, except this, that I wanted this House, if possible, to have a united policy. I was prepared to stand on a certain document. It would cease to be of value unless it was a document that would command practically the unanimous approval of the assembly. It was given to the assembly distinctly on that understanding to get objections to it. I intend proposing what I want to stand on as my own proposition before the Irish people. That was not my proposal definitely; it was a paper put in in order to elicit views. I am ready to put my proposition in its proper place, both before this assembly and before the Irish nation. I have asked it to be treated as confidential because there are other documents necessary to explain its genesis. Unless you want all the confidential documents of the whole conference proceedings published, then I hold you cannot publish that.	0.108	0.028	0.8733
19-12	MR. MICHAEL COLLINS  : 	I as a public representative cannot consent, if I am in a minority of one, in withholding from the Irish people my knowledge of what the alternative is. We have to deal with this matter in the full light of our own responsibility to our people, and I cannot in my public statement refrain from telling the Irish people what certain alternatives are.	0.054	0.028	0.1429
19-12	PRESIDENT DE VALERA: 	It is not proposed to withhold either that document or any documents from the Irish people, if this House wishes it, in its proper place, but I hold it is running across the course of the debate to introduce now for the public a document which has been discussed in Private Session. It means that the Private Session might as well not have been held.	0.061	0	0.4497
19-12	THE SPEAKER: 	I wish the members to understand that this is not a matter of the Chair's ruling that this document is confidential. It is simply a matter of a request made by the President and communicated by me to the Dáil, through the ordinary courtesy of procedure, as the President's desire. I do not make any ruling on it, but any discussion on it is out of order. We most proceed now with the orders of the day.	0.073	0.028	0.5229
